"SAMPLEID","StationCode","SiteDate","PerSampID","RepNum","COUNT","BC_1.r","BC_2.r","BC_3.r","BC_4.r","BC_5.r","TROPHIC_1.r","TROPHIC_2.r","TROPHIC_3.r","TROPHIC_4.r","TROPHIC_5.r","TROPHIC_6.r","TROPHIC_7.r","SAP_1.r","SAP_2.r","SAP_3.r","SAP_4.r","SAP_5.r","PT_1.r","PT_2.r","PT_3.r","PT_4.r","PT_5.r","O_1.r","O_2.r","O_3.r","O_4.r","O_5.r","SALINITY_1.r","SALINITY_2.r","SALINITY_3.r","SALINITY_4.r","Bahls_1.r","Bahls_2.r","Bahls_3.r","LOW_P.r","HIGH_P.r","LOW_N.r","HIGH_N.r","BENTHIC_HABIT.r","SESTONIC_HABIT.r","N_FIXER.r","NON_N_FIXER.r","NON_MOTILE.r","WEAKLY_MOTILE.r","SLIGHTLY_MOTILE.r","MODERATELY_MOTILE.r","HIGHLY_MOTILE.r","VERY_SMALL.r","SMALL.r","MEDIUM.r","BIG.r","VERY_BIG.r","ACHNANTHIDIUM.r","ACHNANTHIDIAE.r","BACILLARIACEAE.r","NAVICULA.r","STALKED.r","ADNATE.r","HIGHLY_MOTILE.1.r","ARAPHID.r","CENTRIC.r"
"155_1","WB222","WB222_2007_8_20_Rep",155,1,1,4,8,11,13,11,1,0,1,5,17,2,6,1,14,13,4,1,3,5,2,4,4,8,5,11,2,1,3,30,4,1,5,7,10,3,13,8,17,49,1,2,48,6,2,16,13,13,13,20,9,0,1,3,8,12,6,1,9,27,5,1
"156_0","WB223","WB223_2007_8_20",156,0,1,5,3,12,13,9,1,0,0,4,17,2,6,0,17,7,3,1,3,2,1,6,2,9,8,7,2,0,3,27,2,2,5,7,8,3,13,5,14,42,0,2,40,4,1,16,10,11,11,15,9,1,1,2,6,9,6,4,7,21,4,0
"157_0","SR23","SR23_2007_8_28",157,0,1,7,13,13,12,6,4,1,2,7,13,2,9,8,16,9,5,1,4,1,1,8,4,14,7,8,2,1,6,32,4,0,5,9,14,10,8,13,16,54,1,0,55,9,1,17,19,9,14,23,9,3,1,4,6,9,8,8,8,23,8,1
"158_0","WB0286","WB0286_2007_8_29",158,0,1,6,7,16,25,9,0,1,3,10,27,2,6,4,23,12,6,1,6,3,4,9,4,11,12,13,3,1,3,43,9,0,9,13,14,5,19,8,26,63,1,2,62,10,2,15,21,16,15,27,9,7,1,2,6,12,8,5,8,33,9,1
"159_0","SR8","SR8_2007_9_6",159,0,1,4,9,8,6,2,1,1,0,5,5,0,5,2,10,3,1,0,1,1,0,3,2,8,3,2,1,0,1,17,1,0,1,4,9,9,2,12,6,28,1,0,28,9,0,5,13,2,6,14,4,2,1,2,3,2,4,7,3,10,9,0
"160_0","SR0055","SR0055_2007_9_10",160,0,1,2,3,12,13,7,0,0,0,5,18,1,3,1,15,8,3,1,2,2,1,8,1,5,8,10,2,1,3,23,5,0,3,8,11,3,13,6,15,31,7,3,35,10,2,6,13,7,10,16,5,3,1,1,1,7,5,2,3,21,3,7
"160_1","SR0055","SR0055_2007_9_10_Rep",160,1,1,3,3,11,20,5,1,0,3,7,18,2,3,3,20,10,1,1,1,3,1,8,4,7,8,12,1,1,4,28,6,1,2,9,15,3,10,4,17,37,6,1,42,10,2,9,13,9,10,22,5,3,1,1,5,8,6,3,7,20,4,6
"161_0","WB0287","WB0287_2007_9_11",161,0,1,4,3,13,16,4,0,0,1,6,19,1,4,0,20,10,0,1,1,3,2,8,4,7,10,8,2,0,1,27,4,1,1,12,13,3,11,5,15,39,1,1,39,4,1,9,17,9,8,13,11,5,0,1,3,7,9,6,4,22,3,1
"162_0","WHP0044","WHP0044_2007_9_18",162,0,1,7,7,10,15,5,4,2,3,6,14,0,5,10,13,9,2,0,2,3,0,6,1,17,4,9,2,0,4,30,5,0,3,7,11,10,12,14,15,47,0,1,46,7,1,13,22,4,12,17,12,4,0,3,4,6,7,7,5,25,7,0
"163_0","SR29","SR29_2007_9_19",163,0,1,6,8,11,12,5,3,2,2,8,11,1,6,4,17,6,3,1,2,3,0,6,3,9,6,7,1,1,6,29,3,0,3,7,16,7,8,12,15,40,4,3,41,11,2,13,12,6,14,20,4,5,0,2,6,6,5,5,5,17,7,4
"164_0","SR28","SR28_2007_9_20",164,0,1,6,7,13,10,6,1,2,4,6,11,2,10,4,15,9,3,1,3,4,1,5,1,9,9,7,2,0,5,33,2,0,5,9,12,5,10,9,13,43,1,2,42,10,3,10,9,12,10,20,6,3,0,2,4,10,6,2,5,21,9,1
"165_0","SRI14","SRI14_2007_9_25",165,0,1,6,13,16,14,8,3,5,1,8,19,1,9,5,17,15,6,1,4,5,3,6,3,15,7,11,4,1,7,40,6,0,5,12,19,8,14,11,21,55,3,2,56,11,3,11,22,11,15,26,11,1,0,1,4,11,7,6,5,29,8,3
"166_0","SRI11","SRI11_2007_9_26",166,0,1,4,7,12,11,3,0,2,2,7,13,1,5,1,18,6,2,1,2,3,0,6,3,8,7,6,1,0,1,27,3,0,2,7,12,7,6,11,11,38,0,3,35,9,2,6,14,7,8,16,9,2,0,1,2,7,3,7,4,16,9,0
"167_0","SR12","SR12_2007_9_27",167,0,1,3,8,12,11,2,1,0,0,6,14,1,6,0,19,6,2,1,2,3,0,9,1,4,12,8,1,0,2,30,2,0,3,8,12,6,7,9,14,37,1,3,35,7,1,9,14,7,6,18,7,5,0,1,4,7,5,5,7,16,7,0
"168_0","WHP13","WHP13_2007_10_3",168,0,1,0,7,9,20,7,1,1,0,4,24,2,2,2,15,13,4,2,4,8,1,9,2,5,8,12,6,0,1,27,6,3,5,13,12,3,15,4,23,41,3,1,43,8,2,7,14,13,8,21,7,4,0,2,3,10,8,6,5,23,6,2
"169_0","WHP0051","WHP0051_2007_10_4",169,0,1,0,3,10,21,10,1,0,2,3,22,2,3,0,16,13,6,2,4,5,2,8,2,7,6,11,6,1,2,26,7,3,7,12,6,2,18,3,24,43,2,0,45,5,3,7,16,14,9,17,11,3,0,1,3,12,8,4,4,28,4,1
"169_1","WHP0051","WHP0051_2007_10_4_Rep",169,1,1,1,4,7,18,10,0,0,2,3,18,2,6,0,13,15,4,2,3,7,1,7,2,5,6,12,5,0,1,27,4,3,5,12,8,3,14,5,21,38,3,0,41,6,3,6,12,14,7,18,8,5,0,1,3,12,7,3,4,25,4,2
"170_0","WHP12","WHP12_2007_10_5",170,0,1,1,4,11,22,8,1,0,1,4,19,1,6,1,14,15,5,1,3,5,1,7,4,6,7,11,5,1,2,27,6,1,5,14,12,3,15,3,21,45,2,0,47,3,3,6,20,15,6,19,13,5,1,1,2,10,12,6,3,33,1,2
"171_0","WHP0047","WHP0047_2007_10_8",171,0,1,0,1,5,5,5,1,0,0,1,7,1,2,1,5,2,5,1,4,1,0,4,1,3,2,3,4,0,0,11,3,0,5,3,3,1,8,1,10,16,0,0,16,2,1,5,4,4,7,5,3,0,0,1,2,4,2,3,2,7,2,0
"171_1","WHP0047","WHP0047_2007_10_8_Rep",171,1,1,1,2,6,10,6,1,1,1,1,12,2,4,1,8,8,5,2,4,4,0,4,0,4,3,6,5,0,2,18,4,1,6,6,4,2,10,2,16,26,0,0,26,2,2,6,9,7,7,12,3,2,0,1,3,6,7,2,4,15,2,0
"172_0","WHP0046","WHP0046_2007_10_9",172,0,1,2,0,5,13,7,0,1,0,5,14,1,2,1,9,8,6,1,4,3,1,6,0,2,7,6,5,1,2,18,8,0,6,7,6,1,13,1,19,27,1,0,28,4,1,6,8,9,6,13,7,1,0,0,3,6,6,2,2,17,3,1
"173_0","WHP11","WHP11_2007_10_10",173,0,1,1,5,8,16,11,0,0,0,7,19,2,5,1,10,15,5,2,3,7,2,4,2,4,5,13,5,1,1,27,9,2,4,12,7,3,16,4,21,39,4,0,43,12,2,5,11,13,6,19,9,4,0,0,2,10,6,3,4,22,9,3
"174_0","WHPI11","WHPI11_2007_10_10",174,0,1,2,4,7,13,8,0,0,1,6,16,1,3,1,10,12,6,1,5,6,1,6,1,2,5,12,6,1,0,23,6,2,5,10,6,3,12,6,16,31,3,0,34,10,1,6,9,8,6,15,9,2,0,1,3,6,4,2,4,14,8,2
"175_0","WB0290","WB0290_2007_8_22",175,0,1,1,6,10,9,7,1,1,1,4,12,2,6,2,14,7,4,1,3,0,1,7,1,7,5,6,1,1,2,23,4,0,4,9,8,4,8,6,14,35,1,0,36,4,1,11,16,4,10,16,6,2,0,2,5,4,8,4,6,16,3,1
"176_0","WB0289","WB0289_2007_8_23",176,0,1,2,8,11,14,5,2,0,2,6,15,1,8,4,19,8,4,1,3,5,0,9,4,9,10,8,3,1,3,30,4,1,4,9,14,6,8,9,17,39,2,0,41,9,2,9,13,8,6,25,6,3,0,1,3,6,5,6,5,19,7,2
"177_0","WB0288","WB0288_2007_8_23",177,0,1,3,9,5,5,4,1,0,2,2,9,1,4,3,9,6,2,1,2,1,0,4,4,9,3,4,1,1,2,18,2,0,2,4,7,7,5,8,8,26,1,0,27,8,2,6,9,2,6,14,5,1,0,1,3,2,3,3,4,9,7,1
"178_0","MRC0114","MRC0114_2007_8_29",178,0,1,2,6,5,8,3,1,0,2,2,10,1,4,3,8,6,4,1,3,1,0,5,2,6,4,6,2,1,1,19,2,0,3,5,8,4,6,6,10,25,1,0,26,3,2,8,11,2,4,14,4,2,0,2,4,2,5,3,5,10,2,1
"179_0","MRC0115","MRC0115_2007_8_30",179,0,1,7,9,12,17,7,2,3,3,5,18,1,8,8,15,11,4,1,3,5,1,6,2,14,7,10,4,0,6,35,4,0,4,12,14,9,12,12,18,51,2,0,52,10,3,12,19,9,13,22,10,4,0,3,8,8,9,5,8,24,9,1
"180_0","MRW69","MRW69_2007_9_4",180,0,1,4,9,15,11,6,2,0,2,7,14,1,8,4,18,8,3,1,3,3,1,8,3,11,9,6,2,0,4,32,3,0,4,8,15,8,10,11,17,44,1,0,45,10,2,8,15,10,9,19,9,4,0,1,4,10,4,6,4,20,10,0
"181_0","MRW18","MRW18_2007_9_5",181,0,1,4,6,10,12,7,1,0,4,4,13,2,5,3,14,8,3,1,3,4,0,6,2,6,8,7,2,0,4,26,3,0,5,8,14,6,10,10,16,38,2,1,39,5,2,9,15,9,9,20,6,3,0,1,4,7,7,6,4,19,4,1
"182_0","MRW67","MRW67_2007_9_10",182,0,1,5,8,10,11,5,2,2,3,4,14,1,4,7,10,10,0,1,1,5,0,5,4,12,5,7,1,0,6,22,3,0,2,8,15,8,9,12,12,39,1,1,38,5,2,4,17,12,5,18,9,4,0,1,3,11,7,6,4,24,5,0
"183_0","MRW45","MRW45_2007_9_11",183,0,1,3,7,10,14,3,1,0,2,2,16,1,5,2,12,11,3,1,3,5,0,8,1,7,6,9,3,0,3,23,4,0,4,12,11,5,9,7,14,36,2,0,38,5,2,7,17,7,6,17,10,3,0,1,3,6,10,4,4,20,4,1
"183_1","MRW45","MRW45_2007_9_11_Rep",183,1,1,3,8,8,15,6,1,0,3,2,16,2,5,5,13,10,3,1,4,4,1,6,4,11,8,6,3,0,4,29,2,0,5,9,12,6,9,7,15,40,2,0,42,5,2,9,18,8,6,20,9,4,0,1,3,7,8,9,4,20,4,1
"184_0","MRE1","MRE1_2007_9_17",184,0,1,3,7,9,14,7,3,2,2,3,14,2,8,4,15,8,5,2,4,4,1,7,3,7,7,11,3,1,3,29,3,1,6,11,10,4,11,6,19,39,2,0,41,8,2,8,14,9,7,19,7,5,0,1,3,8,4,5,4,19,6,2
"185_0","MRE0023","MRE0023_2007_9_18",185,0,1,2,5,8,18,6,2,0,1,4,16,0,5,2,14,11,4,0,3,5,1,7,4,8,7,8,5,0,2,25,4,1,3,8,8,2,11,4,19,39,0,0,39,1,1,12,17,8,6,20,9,2,0,1,3,7,7,7,5,21,1,0
"186_0","MRE7","MRE7_2007_9_18",186,0,1,1,7,8,11,4,2,0,0,3,11,2,6,2,10,8,4,1,4,3,0,7,2,7,7,7,2,0,3,24,0,0,4,7,11,4,9,6,14,34,0,1,33,2,1,11,17,3,6,18,7,2,0,2,4,4,8,7,5,16,2,0
"187_0","MREI1","MREI1_2007_9_19",187,0,1,3,8,10,13,7,1,2,1,4,15,1,8,2,15,9,7,0,3,4,0,8,4,8,10,9,3,1,0,31,3,0,4,9,13,8,11,10,16,38,3,1,40,8,4,9,13,7,9,17,8,3,0,2,4,8,5,6,5,17,6,2
"188_0","MRE11","MRE11_2007_9_25",188,0,1,6,3,8,9,3,0,0,3,4,11,1,4,5,10,8,2,1,2,3,1,6,2,7,4,10,1,0,2,24,2,0,2,11,7,3,7,5,11,29,1,2,28,2,2,6,14,6,6,15,3,3,0,1,2,7,5,1,3,20,1,1
"189_0","MRE0024","MRE0024_2007_9_25",189,0,1,4,6,10,16,4,1,1,3,6,13,1,5,5,15,12,4,0,3,3,1,8,6,11,9,11,2,0,3,31,2,0,3,10,13,6,10,8,16,43,0,0,43,3,3,9,23,5,8,21,8,4,0,1,2,5,9,6,4,24,3,0
"190_0","NGP0211","NGP0211_2007_9_26",190,0,1,2,3,5,17,10,0,0,2,2,16,0,0,3,10,9,1,1,0,2,2,5,1,3,5,11,1,1,2,13,8,6,2,11,7,3,12,4,13,37,2,2,37,5,1,2,21,10,3,11,12,6,2,0,0,8,10,3,1,28,4,1
"191_0","WB0230","WB0230_2007_10_9",191,0,1,1,3,6,9,7,0,0,1,1,13,0,5,3,9,9,2,0,1,2,1,5,1,4,4,8,2,0,1,15,5,4,4,7,6,2,9,4,11,29,1,0,30,3,1,7,8,11,6,10,5,3,0,2,3,11,6,2,4,19,3,0
"191_1","WB0230","WB0230_2007_10_9_Rep",191,1,1,1,3,7,11,5,0,0,2,2,10,1,2,1,10,8,2,1,3,1,1,4,2,4,3,8,2,0,0,15,6,3,7,6,4,2,9,3,11,30,1,1,30,4,2,5,8,12,5,13,5,3,1,1,1,13,3,2,2,21,4,0
"192_0","MRC24","MRC24_2007_10_10",192,0,1,4,9,9,7,2,1,0,2,4,10,1,6,2,13,6,1,1,1,2,0,7,3,8,5,5,0,0,1,22,2,0,2,7,10,9,4,12,10,32,0,1,31,6,2,9,10,5,9,14,4,2,1,2,3,5,4,4,5,15,6,0
"193_0","MRC18","MRC18_2007_10_17",193,0,1,1,2,6,2,0,0,0,1,0,6,0,2,1,7,1,0,0,0,0,0,4,2,5,2,1,0,0,1,7,1,0,0,0,6,4,1,5,4,11,0,0,11,1,2,5,3,0,3,6,2,0,0,2,2,0,0,3,4,2,1,0
"194_0","WB0292","WB0292_2007_10_24",194,0,1,1,4,8,9,1,1,0,2,4,12,0,3,2,14,6,0,0,0,2,0,8,3,7,8,4,0,0,2,17,3,0,0,7,12,5,3,6,9,23,1,0,24,5,1,5,8,5,3,14,5,1,0,1,1,5,4,5,2,11,5,0
"194_1","WB0292","WB0292_2007_10_24_Rep",194,1,1,3,10,12,12,6,1,1,2,5,14,2,9,2,16,9,5,1,4,4,0,10,2,5,11,9,3,0,2,33,3,0,6,10,14,8,10,12,18,43,1,2,42,7,3,12,14,8,8,19,10,5,1,2,5,7,4,7,7,18,6,1
"195_0","MRE13","MRE13_2007_10_30",195,0,1,3,6,14,13,4,1,2,2,6,17,0,5,2,21,8,3,0,1,4,0,10,4,4,15,8,1,0,3,30,4,0,3,10,16,10,6,10,15,40,2,2,40,9,3,9,13,8,5,18,9,6,1,1,3,6,6,7,5,20,8,1
"196_0","MRWI41","MRWI41_2007_9_25",196,0,1,6,12,15,9,4,3,3,2,3,14,1,7,3,15,9,2,1,1,3,1,5,2,9,4,8,1,1,5,24,5,0,2,10,15,11,8,15,13,47,3,0,50,10,4,7,21,8,10,19,12,3,1,2,5,6,7,11,6,19,8,2
"197_0","WB47","WB47_2007_10_1",197,0,1,3,9,8,9,2,1,0,0,3,12,1,5,3,13,6,1,1,2,2,0,6,2,7,5,6,2,0,0,18,5,0,2,9,9,3,8,8,11,34,1,2,33,5,1,6,17,6,6,18,7,2,0,1,3,6,7,7,4,17,5,0
"198_0","MRW0161","MRW0161_2007_10_2",198,0,1,2,8,10,9,5,1,1,2,3,13,2,3,3,15,6,4,1,5,2,0,6,2,8,5,6,3,0,3,24,4,0,6,12,9,7,12,8,14,36,1,2,35,2,2,10,14,9,9,15,10,1,0,1,2,9,4,9,3,19,2,0
"199_0","MRW0140","MRW0140_2007_10_8",199,0,1,4,4,13,20,8,0,1,3,4,21,2,5,3,18,14,5,1,4,4,1,8,7,9,9,13,4,0,2,30,6,1,5,13,13,5,14,7,16,49,0,3,46,1,3,11,20,14,10,15,10,4,1,2,5,12,12,0,5,36,1,0
"200_0","MRW0160","MRW0160_2007_10_10",200,0,1,3,6,11,14,6,2,1,2,6,16,2,4,4,17,9,5,1,4,4,1,8,3,7,11,9,3,0,3,30,5,0,5,13,13,5,14,7,17,43,0,3,40,3,2,9,17,12,8,17,9,5,0,1,3,12,8,4,4,27,3,0
"201_0","MRW10","MRW10_2007_8_29",201,0,1,6,6,11,9,0,1,0,3,2,9,0,8,4,13,6,1,0,0,3,1,5,3,8,7,5,1,0,3,22,1,0,0,7,12,8,3,11,8,36,1,0,37,7,2,6,13,9,3,18,6,2,1,1,3,7,6,8,4,18,7,0
"201_1","MRW10","MRW10_2007_8_29_Rep",201,1,1,4,8,6,12,10,1,0,3,2,16,2,6,4,11,11,4,1,4,4,1,4,4,11,4,7,3,1,2,27,4,0,4,9,12,10,12,12,16,38,2,0,40,7,2,11,14,6,11,18,8,0,1,3,5,5,7,7,6,17,6,1
"202_0","WB0296","WB0296_2007_9_18",202,0,1,6,8,14,22,10,0,1,3,6,22,3,7,3,23,10,4,2,3,4,2,10,6,8,13,11,2,1,1,43,4,1,5,13,12,4,14,7,22,60,3,2,61,10,3,11,22,17,10,25,12,5,0,1,5,14,9,2,6,39,7,3
"202_1","WB0296","WB0296_2007_9_18_Rep",202,1,1,4,6,13,17,11,0,0,2,8,24,2,6,3,19,13,4,1,3,2,4,8,4,9,12,10,2,1,3,35,7,1,5,14,10,3,13,5,20,49,3,1,51,12,4,7,18,11,11,20,11,6,0,0,2,10,7,2,4,31,9,3
"203_0","WB0294","WB0294_2007_7_16",203,0,1,3,6,13,10,8,1,1,2,6,14,2,8,3,14,9,6,1,5,4,2,7,1,10,7,7,4,1,2,29,5,0,6,8,9,4,13,5,17,40,1,0,41,8,1,8,14,10,12,18,7,1,0,1,3,10,5,4,4,20,7,1
"204_0","WB0295","WB0295_2007_7_18",204,0,1,4,7,14,17,8,0,0,1,9,22,1,8,3,21,12,4,1,3,3,3,7,4,12,9,10,3,1,3,35,8,1,3,14,16,8,13,12,21,51,2,3,50,11,2,10,19,11,12,18,12,5,0,2,4,10,10,5,5,30,9,2
"205_0","WB0298","WB0298_2007_7_24",205,0,1,7,6,12,17,8,0,0,2,5,22,0,6,3,14,11,3,1,1,3,2,8,3,7,7,12,3,1,0,24,11,4,1,13,7,2,16,9,17,54,2,5,51,7,1,9,24,15,8,17,13,7,2,1,4,14,8,2,6,37,6,1
"206_0","WB92","WB92_2007_8_15",206,0,1,6,8,15,25,13,1,0,3,7,29,2,9,3,24,18,5,1,5,6,1,9,5,9,16,16,5,1,4,44,11,2,6,18,14,7,24,11,25,67,3,5,65,11,1,10,23,25,8,21,13,11,2,1,2,21,8,6,4,44,9,2
"207_0","WB0301","WB0301_2007_8_14",207,0,1,7,6,11,18,8,1,0,0,6,24,1,6,1,20,10,6,1,4,4,1,9,5,9,11,9,5,1,2,31,9,0,5,14,8,4,17,7,22,52,1,4,49,5,1,8,21,18,8,22,8,4,0,1,2,16,11,6,4,37,4,1
"208_0","WBI06","WBI06_2007_8_9",208,0,1,6,9,11,18,12,1,0,2,6,25,2,5,1,16,13,6,1,5,5,2,8,1,6,11,9,5,1,3,32,10,0,7,17,8,4,18,9,24,57,1,6,52,5,1,9,25,18,8,22,14,3,0,1,2,17,10,5,4,39,4,1
"209_0","WB90","WB90_2007_8_8",209,0,1,3,3,10,13,7,2,1,1,1,16,1,3,3,10,8,2,1,2,2,0,6,1,6,7,6,1,0,1,20,4,1,2,12,7,3,14,4,10,39,2,2,39,4,1,6,15,15,7,17,6,0,0,1,2,15,8,4,2,28,2,2
"210_0","MRW0158","MRW0158_2007_8_27",210,0,1,4,6,13,13,1,1,1,1,5,16,0,6,3,16,9,2,0,0,3,1,8,4,9,9,9,0,0,2,28,2,0,0,10,14,8,5,10,13,39,2,1,40,9,3,9,13,7,11,19,5,2,0,2,5,6,6,5,6,18,7,2
"211_0","MRW1","MRW1_2007_8_28",211,0,1,2,6,9,13,8,3,0,1,4,14,0,5,4,18,6,3,0,2,2,0,7,5,10,10,3,3,0,3,24,4,0,4,6,9,5,6,7,14,39,0,0,39,3,2,11,13,10,8,20,4,3,0,2,5,7,7,6,7,20,3,0
"212_0","MRW20","MRW20_2007_9_10",212,0,1,13,8,12,9,2,5,3,3,3,7,1,9,9,16,6,2,1,2,1,0,4,3,13,7,7,1,0,9,32,0,0,2,6,19,8,5,13,8,46,5,1,50,13,3,11,18,7,16,14,12,2,1,1,8,6,8,4,7,21,10,3
"213_0","MRW48","MRW48_2007_9_11",213,0,1,15,12,8,6,0,5,4,4,6,3,0,9,12,10,5,1,0,0,1,0,3,2,18,5,3,0,0,11,22,0,0,0,4,22,9,0,13,4,41,2,0,43,11,0,15,12,6,14,13,10,2,1,3,10,6,4,6,8,15,10,1
"214_0","MRW66","MRW66_2007_9_24",214,0,1,14,13,15,16,9,10,3,6,8,18,1,10,17,21,13,5,1,4,5,3,4,4,25,8,11,4,1,12,45,5,0,5,16,23,8,14,14,19,67,4,1,69,11,3,18,25,14,19,28,14,4,0,1,11,12,12,8,11,33,7,4
"215_0","NGP0216","NGP0216_2008_6_12",215,0,1,4,6,10,11,12,1,0,0,5,16,2,6,1,12,12,6,1,5,5,1,4,2,4,11,7,5,1,4,23,6,1,7,9,4,4,15,4,17,40,5,0,45,11,1,5,9,19,7,19,7,2,0,2,3,16,4,2,4,25,7,4
"216_0","WB0282","WB0282_2008_7_14",216,0,1,1,3,6,12,6,0,1,0,5,13,2,2,2,11,9,4,1,4,4,2,5,2,2,11,5,3,0,1,22,5,0,5,7,7,0,7,1,14,33,0,0,33,3,0,7,7,16,6,15,4,3,0,0,3,15,4,1,4,22,3,0
"217_0","WB0283","WB0283_2008_7_15",217,0,1,5,7,14,13,11,1,1,1,6,21,2,6,3,20,8,5,1,4,3,2,7,3,10,11,9,2,1,2,35,5,1,7,13,12,5,14,12,16,52,1,4,49,9,2,7,17,18,8,22,12,2,0,1,2,17,4,9,4,29,8,1
"218_0","WB0284","WB0284_2008_7_16",218,0,1,5,6,9,4,5,0,2,0,5,11,1,4,1,11,4,1,1,1,1,1,4,3,7,4,5,0,1,1,18,3,0,1,6,6,4,7,8,7,28,1,3,26,9,1,0,12,7,3,10,8,2,0,0,0,7,4,3,1,15,8,1
"219_0","WB0285","WB0285_2008_7_17",219,0,1,4,7,11,7,8,1,1,0,7,13,2,5,2,13,8,3,1,2,3,1,5,1,6,9,6,1,1,1,25,4,0,4,10,7,3,10,10,12,37,1,3,35,9,2,3,12,12,9,14,6,2,0,0,0,12,3,2,1,22,8,1
"220_0","NGP187","NGP187_2008_8_14",220,0,1,6,15,17,18,6,2,3,4,10,18,1,7,10,21,10,3,1,3,3,2,7,7,20,9,10,2,0,3,40,5,0,3,14,15,13,13,18,17,63,1,3,61,10,3,12,31,8,15,26,15,4,0,4,4,10,5,12,6,32,9,1
"221_0","WB222","WB222_2008_8_25",221,0,1,8,4,16,18,11,2,1,1,7,18,4,7,4,17,15,5,2,4,5,2,5,3,7,12,10,5,0,5,34,4,3,6,16,9,1,18,5,21,59,1,2,58,5,3,13,20,19,11,25,13,0,1,0,6,16,11,2,7,41,4,1
"222_0","WB184","WB184_2008_8_25",222,0,1,9,7,14,14,7,3,2,0,8,16,2,7,5,18,10,3,1,3,3,2,6,2,11,8,10,2,0,5,31,5,0,4,12,12,4,13,8,16,54,3,4,53,8,1,13,21,14,14,17,9,3,0,2,5,13,9,4,6,35,5,3
"223_0","WB223","WB223_2008_8_25",223,0,1,3,5,14,18,10,1,1,1,8,17,2,5,3,18,11,5,1,4,5,2,5,4,9,10,9,3,1,3,33,4,1,6,12,5,2,14,4,20,52,1,0,53,6,2,15,15,15,11,25,4,2,0,2,7,15,8,2,8,32,5,1
"223_1","WB223","WB223_2008_8_25_Rep",223,1,1,3,4,9,14,11,2,0,1,5,15,3,7,1,15,13,4,2,3,4,2,5,3,6,10,9,2,1,2,30,4,1,4,12,8,3,15,6,20,40,2,1,41,5,2,13,9,13,9,18,7,1,0,1,5,13,8,1,6,25,4,1
"224_0","WHP0052","WHP0052_2008_9_3",224,0,1,3,7,13,22,9,1,1,0,9,23,2,6,2,20,11,5,1,4,5,0,11,4,11,11,10,4,1,2,34,7,2,4,10,16,3,10,8,17,51,3,2,52,10,1,14,17,12,10,20,14,5,1,2,7,9,11,3,9,26,7,3
"225_0","SR0056","SR0056_2008_9_8",225,0,1,2,7,9,13,1,0,0,2,5,15,0,4,1,16,5,2,0,1,3,0,8,3,5,7,7,2,0,2,25,2,0,1,9,10,6,6,11,12,32,0,4,28,5,2,6,15,4,5,18,5,3,0,1,3,3,6,4,5,16,5,0
"226_0","SR0057","SR0057_2008_9_15",226,0,1,4,8,12,16,3,2,1,3,6,16,0,8,3,19,9,3,0,1,4,1,7,5,10,10,9,2,0,3,32,3,0,1,10,17,9,7,13,16,42,1,4,39,8,3,11,16,5,8,17,11,5,0,2,5,4,7,6,6,19,7,1
"227_0","SR0058","SR0058_2008_9_16",227,0,1,7,9,13,14,6,1,3,5,9,16,1,9,5,22,9,5,1,3,4,2,6,5,11,11,9,3,1,4,38,5,0,4,12,19,8,11,15,18,47,3,3,47,13,3,7,15,12,9,20,9,6,0,1,3,11,7,3,4,24,10,3
"228_0","SRI9","SRI9_2008_9_16",228,0,1,3,11,4,11,8,2,0,1,1,13,2,7,3,14,6,4,1,4,3,1,3,1,5,9,6,2,0,3,24,2,1,7,10,8,4,10,10,13,38,0,2,36,5,0,9,14,10,8,14,8,0,0,3,5,9,5,5,5,18,5,0
"228_1","SRI9","SRI9_2008_9_16_Rep",228,1,1,2,5,6,6,4,1,0,2,2,8,1,4,1,12,2,2,1,2,1,1,4,0,4,4,5,1,0,2,16,1,1,4,5,5,2,7,6,10,24,0,2,22,4,1,6,8,5,4,12,4,0,0,1,3,5,2,4,4,10,4,0
"229_0","SRI4","SRI4_2008_9_17",229,0,1,2,6,4,1,2,0,0,1,2,2,1,4,1,5,2,3,0,2,1,0,2,0,4,4,2,1,0,1,10,0,0,2,2,5,3,1,7,3,15,0,1,14,5,0,5,4,1,5,7,3,0,0,2,3,1,0,0,3,4,5,0
"230_0","SRI3","SRI3_2008_9_17",230,0,1,2,4,3,1,2,0,0,1,0,5,0,3,1,3,3,1,0,0,1,1,2,0,2,1,4,0,0,1,8,1,0,0,3,3,3,4,4,5,11,1,0,12,4,1,3,2,2,2,5,3,0,0,1,3,2,1,1,4,3,4,0
"231_0","SR11","SR11_2008_9_24",231,0,1,11,14,16,13,9,3,4,2,7,14,1,11,8,21,7,3,1,2,2,1,6,4,14,9,8,3,0,6,37,4,0,3,10,17,12,11,17,14,62,1,2,61,10,3,10,29,11,13,21,13,3,1,3,5,10,11,5,6,35,10,0
"232_0","SR19","SR19_2008_10_15",232,0,1,1,7,14,14,6,0,0,1,7,17,1,5,0,18,7,5,1,3,2,1,9,3,6,10,7,4,1,2,28,4,1,4,9,13,8,8,9,16,42,2,1,43,5,3,9,18,9,7,17,10,5,0,2,3,8,6,8,5,23,3,2
